gender,age,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean,xid-0b1e1539f2cc45b7b9fa7c272da2e1d7,xid-2298d6c36e964ae4a3e7e9706d1fb8c2,xid-2906b810c7d4411798c6938adc9daaa5,xid-3f207df678b143eea3cee63160fa8bed,xid-4d5c57ea9a6940dd891ad53e9dbe8da0,xid-5a8bc65990b245e5a138643cd4eb9837,xid-9b98b8c7a33c4b65b9aebfe6a799e6d9,xid-ae264e3637204a6fb9bb56bc8210ddfd,xid-f19421c1d4aa40978ebb69ca19b0e20d,xid-fafdcd668e3743c1bb461111dcafc2a4
M,36.0,122,61563.46085802698,6,0,,0,,1,0,1,0,1,0,0,0,0,1
F,66.0,376,80105.57948839814,8,10,17.683,2,6.0,0,0,1,1,0,0,0,1,0,0
M,85.0,0,45000.0,9,7,10.712857142857143,2,4.0,0,1,0,1,0,0,0,0,1,0
M,23.0,451,39591.453172821995,13,20,10.004000000000001,4,4.25,0,1,1,1,1,0,0,0,0,1
F,81.0,330,38594.12850880437,8,12,9.409166666666666,2,4.0,0,1,1,0,0,0,1,0,0,0
M,75.0,180,43624.678393762806,9,4,1.2275,0,,1,0,0,0,1,1,0,1,0,0
M,59.0,815,116374.33196085364,11,4,24.775,3,6.0,1,1,0,0,1,1,0,0,0,0
F,72.0,747,101841.19494920157,13,11,21.49,4,3.25,0,1,0,0,1,0,1,0,0,1
F,54.0,445,94460.00437551194,10,13,18.55923076923077,2,2.0,0,0,1,1,0,1,0,0,0,1
M,58.0,300,87354.53016996857,15,7,22.504285714285714,5,5.0,1,1,1,0,0,0,1,1,0,0
F,52.0,501,97804.80927216659,7,8,23.48375,1,5.0,0,0,0,1,0,1,0,0,1,0
F,48.0,354,100207.31204075491,14,3,25.919999999999998,4,3.5,0,1,1,0,0,0,1,0,1,1
F,61.0,717,122136.7543506151,13,10,25.156,4,7.0,0,1,0,0,1,1,1,0,0,0
F,89.0,847,98033.67412148158,11,7,22.201428571428572,2,3.5,1,0,0,1,1,0,0,0,0,1
F,72.0,913,87284.60906561316,4,7,15.992857142857144,1,10.0,0,0,1,0,0,0,0,1,0,0
F,67.0,31,74485.27913790161,14,16,20.696875,4,5.25,0,1,0,1,0,0,1,1,0,0
M,67.0,1305,84271.62070952886,11,9,14.020000000000001,3,7.333333333333333,0,0,1,0,1,0,0,1,0,0
M,42.0,65,42579.589092433685,10,11,8.956363636363635,3,3.0,0,0,1,0,0,0,1,0,0,0
F,81.0,942,108555.23388496345,17,8,28.5675,5,7.4,0,1,0,0,1,0,0,1,1,1
M,91.0,457,64968.13276038206,12,24,3.655,2,4.0,0,1,0,1,1,1,1,0,0,0
F,59.0,836,88264.45736519164,7,4,25.4175,2,3.5,0,0,1,0,0,1,1,0,0,0
M,67.0,519,79210.76030048727,11,10,18.617,2,3.5,1,0,1,1,0,0,0,0,1,0
M,74.0,146,44344.3157317563,8,12,10.254166666666666,3,3.0,0,0,1,0,0,0,0,0,1,1
F,53.0,953,92914.10422794949,17,3,200.46333333333334,4,5.5,0,0,0,1,0,0,1,1,1,1
M,53.0,397,86984.93521127677,6,8,17.435,2,3.5,0,0,0,1,0,0,1,0,0,1
F,80.0,101,107260.06709328057,8,1,19.35,1,5.0,1,0,1,0,1,0,0,0,1,0
M,53.0,133,55535.773731348534,8,3,3.6833333333333336,1,2.0,0,1,1,0,0,0,1,1,0,0
F,76.0,106,53175.302420363696,9,6,2.813333333333333,1,5.0,0,0,0,1,0,0,1,0,1,0
M,71.0,124,51324.52325931046,10,5,3.9159999999999995,0,,0,0,0,0,1,1,0,0,1,1
F,75.0,266,94134.3527402672,8,4,26.2575,3,4.0,1,0,0,0,0,1,0,0,0,1
M,51.0,1004,81560.9275452566,15,11,19.80545454545455,5,5.4,0,0,1,0,0,0,1,1,1,0
M,88.0,274,51914.27455779332,6,2,31.995,0,,1,0,1,0,0,1,0,0,0,0
M,37.0,94,98941.72913491991,11,4,21.875,3,4.0,0,1,1,0,0,0,0,0,1,0
M,47.0,231,45146.23855316806,8,9,1.9633333333333332,1,5.0,0,0,0,0,0,1,1,1,0,0
M,57.0,191,64547.8719341678,8,10,1.802,0,,1,0,0,1,1,0,0,0,1,0
M,19.0,157,76490.67848210507,5,7,3.2199999999999998,0,,0,0,0,1,1,1,0,0,0,0
M,85.0,258,83416.63181133724,16,8,22.9375,5,6.4,1,0,0,1,1,0,0,1,1,1
M,90.0,34,108777.03108886021,11,4,32.4275,2,6.0,1,0,1,1,0,0,0,1,0,0
F,57.0,712,46479.26026867022,13,16,10.206875,4,3.5,1,0,1,0,0,0,0,0,1,1
M,49.0,1521,97845.13990737173,7,1,21.67,1,10.0,0,0,0,0,1,1,1,0,0,0
M,70.0,308,44818.100456577034,6,3,1.9633333333333332,0,,1,0,1,0,0,1,1,0,0,0
M,70.0,475,53056.41548081392,8,7,11.165714285714285,1,10.0,0,0,1,1,1,1,0,0,0,0
M,35.0,130,43167.176363821374,7,1,2.59,0,,0,0,0,0,1,1,1,0,1,0
M,61.0,94,74461.30130772323,2,4,20.145,1,5.0,0,0,0,0,0,0,1,0,0,0
M,43.0,168,37298.089391709276,7,3,3.3666666666666667,0,,0,0,1,1,0,1,0,0,1,0
M,18.0,1046,74805.83795211583,7,15,2.6926666666666668,1,2.0,0,0,0,1,0,0,0,1,0,1
F,52.0,835,135946.30726413394,8,8,28.2325,3,5.666666666666667,0,0,0,0,0,0,0,1,1,1
M,67.0,313,39524.25922840292,7,9,2.8244444444444445,0,,1,0,0,1,0,0,1,1,0,0
M,59.0,961,58781.662491249874,11,29,3.02,3,3.3333333333333335,0,1,1,0,0,0,0,0,1,0
F,84.0,640,73246.35390059419,13,18,3.6933333333333334,1,2.0,0,0,1,1,0,1,0,1,1,1
M,57.0,414,51287.15849229947,16,20,12.117999999999999,5,4.2,0,0,0,0,1,1,1,0,0,1
F,58.0,119,61524.530804572845,10,2,9.78,0,,0,0,0,1,1,1,0,1,0,0
M,65.0,911,41200.35402692726,14,16,20.51875,4,3.0,0,1,1,0,1,0,0,0,1,1
M,94.0,274,116542.24900729112,14,8,25.5275,4,7.0,0,1,0,0,1,0,0,1,1,0
M,39.0,814,52238.68426294079,13,22,2.8963636363636365,2,3.5,1,0,0,1,0,0,0,1,1,1
M,48.0,28,40236.85291292674,7,7,0.89,0,,0,0,1,0,0,0,0,1,1,0
M,48.0,1028,38503.272307088446,12,21,7.523809523809524,4,5.5,0,0,0,0,0,0,1,1,0,1
M,47.0,788,109809.93428209412,16,11,24.19181818181818,4,5.0,0,1,1,0,0,1,1,1,0,0
M,24.0,169,54922.65538903136,5,1,2.3,0,,1,1,1,0,0,0,0,0,0,0
M,53.0,291,48910.85606353166,9,5,2.2119999999999997,0,,0,1,0,1,1,0,0,1,0,0
M,40.0,1248,118392.22008530745,14,4,21.95,3,8.333333333333334,0,0,1,0,1,0,1,1,0,0
M,18.0,106,56243.10832923083,9,1,0.91,0,,0,0,1,0,1,0,1,0,1,1
F,67.0,628,103883.97669703353,14,5,24.744,3,5.666666666666667,0,0,0,1,1,1,0,0,1,1
M,64.0,182,98716.48819005361,5,3,24.026666666666667,1,10.0,0,0,0,0,1,0,0,0,0,1
M,63.0,1559,70848.5260316779,5,7,13.747142857142856,1,3.0,0,1,0,1,0,0,0,0,0,0
M,48.0,83,78359.41690029699,15,4,18.5425,3,4.0,0,0,0,1,1,1,1,0,1,1
F,50.0,343,69875.11402711761,15,5,18.669999999999998,3,6.0,0,1,0,1,1,0,1,0,0,0
M,56.0,192,79139.88291153162,9,2,25.18,1,2.0,0,1,1,1,0,0,0,0,0,1
M,18.0,386,58578.80742984933,14,27,3.421111111111111,4,2.75,0,1,0,0,1,0,0,0,0,1
F,31.0,844,71686.59650657131,8,14,16.341428571428573,1,2.0,1,0,0,1,0,1,0,0,0,1
F,41.0,206,38642.529063193346,7,5,2.4520000000000004,0,,1,0,1,0,0,0,0,1,1,0
M,59.0,147,96959.17861371677,7,3,17.403333333333332,1,10.0,0,0,0,0,1,0,0,1,0,0
M,53.0,783,64872.92992989851,18,12,13.288333333333334,6,4.0,1,0,1,0,0,0,0,0,1,1
M,20.0,235,70403.49302408831,12,16,2.941875,2,5.0,0,0,0,1,0,0,1,0,1,0
F,75.0,119,67676.98388503013,8,1,23.15,0,,0,1,0,0,1,0,0,0,1,0
F,32.0,875,57725.363797168495,8,9,2.3744444444444444,0,,1,0,0,1,0,0,1,0,0,0
M,28.0,496,42189.392834081365,6,15,2.4893333333333336,0,,0,0,1,0,0,0,1,0,1,0
M,44.0,1782,85907.91840305638,12,25,2.8695999999999997,1,3.0,0,1,0,1,1,1,0,0,0,0
M,48.0,1006,114975.23687500272,7,5,23.766,1,3.0,0,1,1,1,0,1,0,0,0,0
O,66.0,990,86249.0367618485,18,13,19.086923076923078,6,3.3333333333333335,0,1,0,0,0,0,1,0,1,1
M,58.0,95,40809.31687114458,9,4,2.695,0,,0,0,1,1,0,1,0,1,0,1
F,50.0,1067,105192.92672215254,11,8,18.50375,3,8.333333333333334,1,0,0,0,1,1,0,1,0,0
M,56.0,224,79675.66652416505,8,3,24.003333333333334,2,6.0,0,0,0,1,1,0,0,0,0,1
M,23.0,112,37884.17032835989,11,8,4.485,2,3.5,0,1,1,0,1,0,0,1,1,0
M,46.0,1769,81316.51846246739,11,3,15.299999999999999,3,6.0,0,1,0,0,0,1,0,1,1,0
F,65.0,712,97606.44656420746,11,5,28.242,4,6.25,1,0,0,0,0,0,0,1,1,0
O,53.0,1488,95798.13980305206,5,8,4.1675,1,5.0,0,0,0,0,0,1,0,0,1,0
F,87.0,1088,76729.09890501636,9,15,13.548666666666666,3,6.666666666666667,1,0,0,1,1,0,1,0,0,0
M,47.0,406,81703.27555540917,6,13,2.693076923076923,0,,1,0,0,1,1,0,0,1,0,0
F,65.0,788,86194.89465153625,15,16,18.552500000000002,4,5.25,0,1,0,1,0,1,0,1,1,0
M,53.0,389,60786.83183727379,6,6,16.098333333333333,2,4.0,1,1,0,0,0,0,1,0,0,0
F,57.0,39,115949.57089234516,6,4,27.73,1,5.0,1,0,0,1,0,1,0,0,0,0
F,93.0,148,39204.52918343206,8,11,8.16,2,4.0,0,1,0,1,0,0,1,0,0,0
F,58.0,215,96266.63535210212,8,0,,0,,0,1,1,0,0,1,1,0,1,0
M,70.0,1792,134240.86161995382,15,7,23.368571428571425,3,4.333333333333333,0,1,0,1,0,1,1,0,1,0
F,81.0,226,72367.62960096415,9,6,3.4416666666666664,1,3.0,0,1,0,0,0,0,0,0,1,1
M,63.0,34,117841.78367959855,9,4,27.895,3,8.333333333333334,1,0,0,0,1,1,0,1,0,0
M,32.0,763,36410.87188784399,15,22,7.836818181818182,5,5.8,0,0,1,0,0,0,1,1,0,0
F,66.0,1044,109668.97136296188,14,14,23.159285714285716,4,2.75,0,0,1,0,0,1,0,0,1,1
M,27.0,330,33233.83288258154,5,4,3.9,0,,0,0,0,0,0,0,1,1,0,0
F,22.0,480,58644.91988962423,9,10,15.004,3,5.0,1,0,0,1,0,0,1,0,0,0
M,53.0,150,51606.66498656571,7,8,3.2675,1,5.0,1,0,0,1,0,0,1,0,1,0
F,45.0,130,49333.915844367286,6,5,3.022,0,,0,1,0,1,0,0,0,0,0,1
M,32.0,462,49604.2339088589,10,22,11.566818181818181,3,7.333333333333333,0,0,0,0,1,1,0,1,0,1
M,24.0,65,56772.78545657825,7,5,1.314,0,,1,0,1,1,1,1,0,0,0,0
M,59.0,868,72050.28252036391,16,8,16.77,5,6.0,0,1,0,0,0,1,1,1,0,1
M,42.0,347,53795.440125777706,10,2,12.405000000000001,0,,0,1,1,1,0,1,0,1,0,0
M,59.0,1482,54672.58340639998,10,13,2.1584615384615384,1,2.0,1,1,0,0,0,1,0,0,1,1
M,29.0,188,46819.636453326995,10,19,2.4994736842105265,2,4.0,1,1,0,0,1,1,0,0,0,0
M,44.0,27,54308.29920252989,6,7,2.924285714285714,0,,0,0,0,1,1,0,0,1,0,0
F,59.0,1500,75460.65816050171,4,4,7.8025,0,,0,0,0,0,0,1,0,1,0,0
M,75.0,510,122488.23336590988,9,6,24.203333333333333,2,2.5,0,1,0,1,0,1,0,0,0,1
M,43.0,295,50016.30194161921,7,3,2.896666666666667,0,,1,0,1,0,1,0,1,0,1,0
M,34.0,191,52054.735430780485,6,4,3.5975,0,,1,0,0,0,0,1,0,0,0,1
M,60.0,373,89791.33390679739,10,5,18.02,1,5.0,1,0,0,1,1,1,0,0,1,0
M,69.0,55,54629.87617408529,7,2,1.4,0,,0,0,0,0,0,1,1,0,0,0
M,54.0,191,57260.208973858535,9,4,2.31,0,,0,1,0,0,1,0,1,0,0,1
F,60.0,498,95521.53081791595,8,4,20.48,1,10.0,0,0,0,0,0,1,0,1,1,0
M,33.0,1734,106663.89811772337,8,17,11.234117647058824,2,4.0,1,1,0,0,0,0,1,0,1,0
F,52.0,273,61436.59407175847,10,3,14.299999999999999,1,10.0,0,1,0,0,0,0,1,1,0,1
M,74.0,256,93936.07752440973,7,0,,0,,0,0,0,0,0,1,1,0,0,1
M,55.0,221,64957.46779216755,9,6,20.881666666666668,3,3.3333333333333335,0,1,0,0,0,0,1,0,0,1
M,59.0,226,33561.79923522975,9,10,2.868,0,,0,0,0,0,1,0,0,1,0,1
M,58.0,198,79240.06716545446,14,8,19.69875,5,6.4,1,0,1,1,1,0,0,1,0,0
F,66.0,88,46861.49739535097,9,7,3.06,1,2.0,0,1,0,0,0,0,0,0,0,1
M,29.0,247,40031.50003600539,3,4,1.5525,0,,0,0,1,0,0,0,0,0,0,1
M,45.0,708,61533.10041403177,9,7,14.540000000000001,3,4.0,1,0,1,0,0,0,0,0,1,0
M,49.0,187,53051.06753515421,11,3,11.229999999999999,3,3.3333333333333335,1,1,1,1,0,0,0,0,0,0
M,58.0,815,130624.25016014185,11,7,24.142857142857142,4,4.75,0,0,1,0,0,0,1,1,0,1
F,44.0,362,50727.90158503266,9,5,3.084,0,,1,0,1,1,0,1,0,0,1,0
F,67.0,134,97722.42697039148,9,7,18.94142857142857,3,3.0,0,0,1,1,0,0,0,0,1,1
M,58.0,164,92131.42821776193,12,5,25.418,3,7.333333333333333,0,0,0,1,0,0,0,1,1,1
F,73.0,142,61823.624817032105,7,7,1.784285714285714,0,,0,0,1,0,1,0,0,1,0,0
M,55.0,45,54514.809249255304,9,5,2.228,0,,0,0,1,0,0,1,1,0,0,0
F,66.0,25,95502.09608577298,15,4,27.38,5,5.8,0,0,1,0,0,0,0,1,1,1
F,75.0,150,31996.13229167074,9,3,1.9033333333333333,0,,1,0,1,1,0,1,0,1,0,0
M,44.0,111,37876.18321101245,7,4,1.79,0,,0,0,0,1,0,0,0,0,1,1
M,58.0,515,43473.45458468135,9,15,10.013333333333332,2,4.0,0,1,0,1,0,1,1,0,0,0
F,73.0,86,66189.41502658243,7,1,15.35,1,5.0,0,0,0,1,0,1,1,0,0,0
M,26.0,767,77585.32934596085,14,11,19.36090909090909,5,5.0,0,1,1,0,0,0,1,1,1,0
M,54.0,159,54806.97178325172,5,2,4.2700000000000005,0,,1,0,1,0,0,0,0,1,0,0
F,60.0,103,65405.14052093491,13,8,14.34125,4,5.75,1,1,0,0,0,0,1,1,0,0
F,28.0,249,69557.72140801411,6,5,2.348,0,,0,1,0,1,0,0,0,1,0,1
F,72.0,604,130619.28068500865,5,4,27.91,1,5.0,1,0,0,1,0,1,0,0,0,0
M,53.0,1812,98175.5052520556,8,9,5.187777777777778,1,10.0,0,0,1,0,1,1,0,0,0,0
F,79.0,194,100008.33294457017,12,5,26.668,4,3.75,1,1,1,0,0,1,1,0,0,1
M,67.0,1135,90197.08298646161,10,6,17.085,2,5.0,0,0,0,1,0,0,0,0,1,0
M,54.0,76,60969.23099219583,6,7,3.7414285714285715,0,,0,0,0,1,1,0,0,0,0,1
F,64.0,1085,82965.87210321001,10,6,11.488333333333335,3,2.0,0,0,1,0,0,1,0,0,0,0
F,94.0,1027,104309.45134898981,5,8,17.377499999999998,2,3.5,1,0,1,0,0,0,0,0,0,0
F,59.0,240,54699.15376213128,11,10,15.729,4,3.75,1,1,0,0,0,0,0,0,1,1
F,83.0,202,103307.70769094331,12,4,23.725,2,5.0,1,0,0,0,1,1,0,0,1,0
F,59.0,1055,64954.872223388185,15,8,14.57125,3,3.0,0,0,1,1,0,1,0,0,1,1
F,78.0,0,55000.0,10,3,7.3566666666666665,2,5.0,0,0,0,1,1,0,1,0,1,0
F,67.0,1008,74208.85977776222,6,6,12.976666666666667,2,6.0,0,0,0,0,0,0,0,1,0,1
F,54.0,720,58197.1605662269,15,13,9.387692307692307,5,4.2,0,1,0,0,0,0,1,0,1,0
M,49.0,857,38337.79446777072,9,18,2.663888888888889,3,2.3333333333333335,0,1,0,0,0,0,0,0,0,1
O,59.0,368,43227.33508548748,10,9,10.187777777777777,3,4.0,1,0,1,0,0,1,0,0,0,0
M,48.0,284,38221.60585517148,10,8,7.75375,2,6.0,0,0,0,1,0,1,0,1,0,1
M,31.0,49,67695.81597683592,10,2,4.1899999999999995,1,5.0,1,0,1,1,0,1,0,0,1,0
M,66.0,1029,62115.14784108345,7,6,11.715000000000002,2,5.0,1,0,0,0,0,0,1,1,0,0
M,56.0,229,49325.0836630641,9,4,5.09,1,5.0,0,0,1,0,0,0,1,1,0,0
M,56.0,650,80282.29820795055,15,11,16.74,5,3.8,0,1,1,0,1,0,0,0,0,1
M,31.0,204,33406.47505009963,13,10,6.561,2,5.0,0,0,0,1,1,0,1,1,1,0
M,39.0,182,57151.65105739946,13,5,11.785999999999998,3,4.333333333333333,0,1,0,0,0,1,1,0,1,0
M,55.0,788,64941.35898403415,12,6,14.836666666666666,2,3.5,1,0,1,1,0,1,0,0,0,0
F,55.0,1098,71849.01819228518,11,3,15.776666666666666,2,5.0,0,0,1,0,0,1,1,0,1,1
F,64.0,1006,117447.8226142501,13,10,25.177,5,4.8,0,0,0,0,0,0,1,1,0,1
F,62.0,576,102751.18179807489,12,11,25.115454545454543,2,6.5,0,1,0,1,1,1,0,0,0,0
F,45.0,1036,65939.30904701361,15,13,14.184615384615386,5,6.6,1,1,0,0,1,0,0,1,0,0
F,64.0,338,75170.83134523343,10,12,17.06416666666667,2,6.0,0,0,0,1,0,1,0,1,0,1
M,72.0,230,52484.55857490046,10,5,5.036,3,4.0,0,0,1,0,0,1,1,0,1,0
M,72.0,774,83586.28525703565,11,20,3.6665,3,4.333333333333333,0,1,0,0,0,1,1,0,1,0
F,50.0,782,130897.76468932655,11,8,25.52,3,4.666666666666667,0,0,1,1,1,0,0,0,0,1
F,64.0,285,66901.91517329458,11,13,15.156153846153845,3,5.666666666666667,0,0,1,1,0,0,1,1,0,0
M,45.0,274,50854.79956681794,13,7,14.41,3,3.6666666666666665,0,1,1,0,0,0,0,0,1,0
F,38.0,689,41628.9601228166,8,14,9.14857142857143,3,5.666666666666667,1,0,0,0,0,0,0,1,0,1
M,41.0,70,86263.87462703648,9,3,20.76,2,6.0,0,0,0,0,1,1,0,0,0,1
M,59.0,427,52522.14480272598,10,17,11.218235294117648,2,10.0,1,0,0,1,1,0,0,1,0,0
M,32.0,1279,48453.173411043994,12,16,2.40125,2,4.0,0,1,0,1,1,0,1,0,0,0
M,76.0,1559,88907.9542358311,12,13,3.9223076923076925,2,5.0,0,0,1,1,0,1,1,0,0,0
M,56.0,1403,107538.8551663797,12,7,22.607142857142858,4,6.0,0,0,0,0,1,0,0,1,0,1
F,28.0,890,51876.11875942869,11,14,28.992142857142856,3,4.333333333333333,1,1,0,1,0,1,0,0,1,0
M,67.0,525,109471.56844152023,14,11,23.7,2,3.5,0,0,1,1,0,1,1,0,0,0
F,71.0,769,121131.20597694442,15,11,25.758181818181814,5,3.0,0,1,1,0,0,1,0,0,1,0
M,36.0,352,33388.35436392599,12,16,2.64875,2,4.0,0,1,0,0,0,0,1,1,1,0
F,72.0,965,67410.81917135791,16,12,13.378333333333332,4,2.25,0,1,1,0,0,1,0,0,0,1
M,76.0,1669,75354.54042870425,5,6,1.3933333333333333,0,,1,0,1,0,0,0,0,0,1,0
M,91.0,1560,80589.8242740173,15,6,13.341666666666667,3,6.666666666666667,1,0,0,0,0,1,1,1,0,0
F,37.0,498,58867.92015522727,13,12,13.674166666666666,3,5.0,0,1,0,1,1,1,0,0,0,1
M,50.0,124,83145.72768008294,12,2,26.729999999999997,3,3.0,1,0,1,0,1,0,1,0,0,1
M,25.0,1137,66087.69902035878,13,24,3.252083333333333,3,3.3333333333333335,0,1,0,0,0,1,0,1,1,1
F,62.0,226,60830.76111385392,14,12,14.355833333333335,2,5.0,1,0,0,0,0,1,0,1,1,0
F,65.0,412,129799.97168412659,12,5,32.146,2,6.0,0,0,1,0,1,1,0,1,0,1
M,69.0,105,74634.2053392844,7,0,,0,,0,0,1,1,1,0,0,0,0,1
F,37.0,896,95427.93874517886,14,9,20.866666666666667,4,7.5,1,0,0,0,0,1,0,1,1,0
M,56.0,304,34118.3363184856,9,7,2.165714285714286,0,,0,0,0,1,1,0,0,1,0,1
M,56.0,329,78243.81652511687,6,12,19.99416666666667,1,5.0,0,0,0,0,0,1,0,0,1,0
O,60.0,72,73101.39683154077,14,4,19.23,4,7.0,1,1,0,1,0,0,0,1,0,0
F,79.0,14,64189.20266122409,18,16,16.455,6,5.666666666666667,0,0,0,0,0,0,1,1,0,1
F,100.0,445,77984.42221699242,12,11,19.09272727272727,4,8.25,0,1,0,0,1,0,0,0,0,0
M,40.0,297,76653.03597075064,15,21,3.9690476190476187,4,2.75,1,0,1,1,0,0,0,1,0,1
F,85.0,214,93107.87187198145,15,10,26.250999999999998,5,6.6,0,1,0,1,1,0,0,1,1,0
F,51.0,721,57045.24420029957,13,13,12.912307692307694,3,2.3333333333333335,0,1,1,0,0,1,0,0,0,1
M,24.0,216,66982.2160145501,15,12,16.6175,5,5.4,1,0,0,0,1,0,0,0,1,1
F,60.0,223,88044.012561687,13,4,18.825000000000003,4,4.0,1,0,1,0,0,0,0,1,0,1
M,66.0,252,32691.72378777603,7,3,1.9933333333333334,0,,0,0,0,0,0,1,1,0,1,0
M,33.0,264,78236.01296745219,5,4,2.0125,0,,0,1,0,0,0,0,1,1,0,0
F,63.0,586,116546.26963226534,9,6,22.69666666666667,2,2.5,0,1,0,1,0,0,0,1,0,1
M,57.0,676,59966.122862641525,5,5,3.7879999999999994,0,,0,0,1,0,0,1,0,0,1,0
M,86.0,908,117467.85792519298,13,10,25.778000000000002,3,6.666666666666667,0,0,0,0,1,1,0,1,1,0
M,37.0,843,88394.82881842456,13,16,20.231875,4,2.75,0,0,1,1,0,1,0,0,1,1
M,38.0,383,60709.978250271735,8,7,13.110000000000001,1,3.0,1,1,0,0,0,1,0,0,0,0
M,49.0,1152,54822.561347511735,9,10,2.6100000000000003,1,2.0,1,1,0,0,1,0,1,0,0,1
F,36.0,336,40789.817859825285,7,4,3.4325,0,,0,1,1,0,0,0,0,1,0,0
M,28.0,1629,74721.66631065067,7,14,3.3507142857142855,1,2.0,1,0,0,0,1,0,0,0,0,1
M,62.0,280,39250.19920660853,6,10,2.934,1,5.0,1,0,0,0,0,1,1,0,0,0
M,63.0,590,56623.595742761936,13,14,10.743571428571428,3,6.666666666666667,1,0,0,1,1,1,0,0,1,0
M,57.0,85,34614.85616539741,11,5,3.2,0,,0,1,1,0,1,0,0,1,0,0
M,63.0,1,56011.8089663091,9,5,12.592,1,10.0,0,1,0,0,1,0,0,0,1,0
M,30.0,338,34363.80861496385,7,11,8.018181818181818,2,7.5,0,0,0,0,1,0,1,0,0,0
F,49.0,272,33888.90559907999,8,12,1.9883333333333333,1,3.0,0,1,0,1,0,0,1,0,1,0
M,48.0,905,112552.60414275441,7,8,28.745,1,10.0,0,1,0,0,0,1,0,1,0,0
M,84.0,907,69012.95107706965,11,11,13.22909090909091,2,5.0,1,0,1,0,1,1,1,0,0,0
M,33.0,910,36345.589198915135,13,16,6.730625,4,4.75,0,0,0,0,0,0,1,1,0,1
F,67.0,577,80185.40996496764,12,17,56.87411764705882,2,3.5,0,0,1,1,0,1,1,0,0,0
M,36.0,1327,92600.6414113638,11,14,2.6814285714285715,0,,0,0,0,1,1,0,1,1,1,0
F,46.0,384,88915.49991595857,14,16,23.184375,4,7.5,0,0,0,0,1,1,1,1,0,0
M,73.0,97,32661.22397291241,10,9,2.627777777777778,1,3.0,1,1,1,0,0,0,1,1,0,1
F,48.0,487,90867.66822644447,13,8,21.298750000000002,4,3.5,0,0,1,1,0,0,1,0,1,1
M,43.0,1047,98515.1232411156,13,6,22.72666666666667,4,5.5,0,0,0,0,1,1,1,0,1,1
M,41.0,418,33856.242892709226,14,11,10.72090909090909,4,7.5,0,0,0,0,1,0,0,1,1,0
M,51.0,107,54209.333340467594,11,2,8.055,1,5.0,1,0,0,1,0,0,1,1,0,0
M,41.0,361,63666.28065641069,14,9,16.375555555555554,4,5.75,0,1,0,0,0,1,1,1,1,0
M,43.0,186,54079.880483386194,9,2,8.02,0,,0,1,1,0,1,1,0,0,0,0
M,67.0,45,79753.14686465128,12,3,24.046666666666667,4,6.25,0,1,1,0,1,0,0,1,0,0
M,61.0,343,55900.09122169409,6,0,,0,,1,0,0,1,0,0,0,1,0,0
M,84.0,248,90616.7100601652,15,2,27.28,3,5.0,0,1,0,0,1,1,1,0,1,1
F,36.0,259,52806.46977429435,7,5,1.77,0,,0,1,1,0,0,1,0,0,1,0
F,74.0,257,106624.0956186809,9,0,,0,,0,1,0,1,0,1,0,0,1,1
M,47.0,979,61463.73200780432,13,16,12.38125,3,3.3333333333333335,0,1,0,1,0,0,1,0,0,1
M,39.0,20,52219.749274646296,7,4,17.39,1,5.0,0,0,0,0,1,1,1,0,0,0
M,23.0,21,75332.82848489132,13,10,16.994,3,5.0,0,1,0,1,0,0,0,1,1,1
M,36.0,766,65816.09748479405,7,7,61.90428571428571,1,5.0,0,0,0,1,0,1,1,0,0,0
F,49.0,971,74859.37240152739,13,14,16.61857142857143,4,5.75,1,1,0,1,0,0,1,1,0,0
F,52.0,105,101216.25107656377,13,3,21.616666666666664,3,8.333333333333334,0,0,1,1,1,0,1,1,0,0
M,66.0,275,55104.317170587936,11,6,3.6216666666666666,1,3.0,1,1,1,0,1,1,0,0,0,0
M,38.0,190,32267.131655108788,17,11,6.01,5,4.2,1,1,0,1,0,0,1,0,0,0
M,34.0,114,66581.3439204315,8,3,3.94,0,,0,1,0,0,1,1,0,0,0,1
M,23.0,546,44880.5599421882,9,20,2.159,1,5.0,0,0,0,1,0,1,1,1,1,0
F,44.0,1106,69445.04236945053,10,3,15.456666666666665,3,6.0,0,1,0,0,1,1,0,0,1,0
M,65.0,409,67584.11171017739,6,4,17.97,1,5.0,1,0,0,0,0,1,0,0,1,0
F,71.0,193,80198.1053220799,6,6,23.325,1,5.0,0,0,0,0,0,1,0,1,1,0
M,81.0,109,51162.45138882835,15,7,12.444285714285714,3,2.3333333333333335,0,1,1,1,0,1,0,0,0,1
M,70.0,85,60066.956287013156,8,1,0.79,0,,1,0,1,0,0,0,1,1,0,0
F,35.0,14,55162.59603698945,7,3,2.8266666666666667,0,,1,1,0,0,0,1,0,0,0,1
F,46.0,519,70285.60421029152,9,10,19.225,3,5.666666666666667,1,0,0,0,0,0,0,1,0,1
M,49.0,329,87890.314452871,13,3,23.97666666666667,3,3.0,1,0,1,0,0,0,0,0,0,1
M,53.0,451,105577.20846085866,18,10,22.951999999999998,6,4.5,0,1,1,0,0,0,0,1,1,1
F,26.0,89,30568.290838318208,10,7,3.012857142857143,1,3.0,0,1,0,1,0,0,0,1,0,0
M,30.0,903,67745.03669651244,12,10,16.7,2,5.0,0,0,0,1,0,1,1,0,1,0
